Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,LEXINGTON MA CENTER LOT 2,18 Muzzey St,Muzzey St lot,Lexington,MA,02421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.446877,-71.22888,2025-11-08,156483,2025-11-08 01:37:37 UTC,,,,2020-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LEXINGTON MA CENTER LOT 1,14 Muzzey St,Muzzey St lot,Lexington,MA,02421,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.447132,-71.229034,2025-11-08,156484,2025-11-08 01:37:37 UTC,,,,2020-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MMLD 1 80 COMMERCIAL 1,80 Commercial St,First two parking spots to the right of main entrance,Marblehead,MA,01945,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.496952,-70.85269,2025-11-08,156638,2025-11-08 01:14:29 UTC,,,,2020-05-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WHEELOCK 69 WHEELOCK 1,69 Wheelock Ave,Station located on side of building closest to Diane St entrance,Millbury,MA,01527,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.22089,-71.75044,2025-11-08,156810,2025-11-08 01:37:45 UTC,,,,2020-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Stop & Shop - Tesla Supercharger,425 Attucks Lane,,Hyannis,MA,02601,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,41.676617,-70.307105,2024-07-01,157975,2025-05-06 21:07:47 UTC,P,,,2020-05-22,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EV STATION AT NORWOOD LIGHT,136 Access Rd,Front of Norwood Light Building,Norwood,MA,02062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.187717,-71.17952,2025-11-08,158533,2025-11-08 01:37:47 UTC,,,,2020-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWN HALL 1 TOWN HALL 1,1 Dearborn Rd,Lot behind town hall,Burlington,MA,01803,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.50664,-71.19404,2025-11-08,158554,2025-11-08 01:38:07 UTC,,,,2020-06-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,100 CLARENDON STATION 9,200 Clarendon St,,Boston,MA,02116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349209,-71.074893,2025-11-08,161801,2025-11-08 01:12:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOMERVILLE MA MAGOUN ST1,532 Medford St,,Somerville,MA,02145,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.396944,-71.104291,2025-11-08,161802,2025-11-08 01:11:59 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CROSS POINT CROSS POINT 1,Reiss Ave,,Lowell,MA,01851,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.614125,-71.323644,2025-11-08,161803,2025-11-08 01:11:53 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MANTOWN01944 MANCHESTERMA2,10 Central St,Behind Town Hall in parking lot against building,Manchester-by-the-Sea,MA,01944,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.574678,-70.772282,2025-11-08,161804,2025-11-08 01:11:38 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MELROSE MA CEDAR PARK,12-98 Cedar Park,In Cedar Park  Communter Train Lot,Melrose,MA,02176,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.458524,-71.070048,2025-11-08,161805,2025-11-08 01:11:28 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE HEALTH 2,32 Pierce St,Health Building Parking Lot,Brookline,MA,02445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334638,-71.120202,2025-11-08,161808,2025-11-08 01:11:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE CENTRE EAST LOT,11-51 Centre St,Centre Street East Lot,Brookline,MA,02446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.342533,-71.12389,2025-11-08,161809,2025-11-08 01:11:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE HEALTH 1,32 Pierce St,Located in Public Health Building parking lot,Brookline,MA,02445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334561,-71.120221,2025-11-08,161810,2025-11-08 01:11:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,121 SEAPORT GAR LEVEL3 STATION1,121 Seaport Blvd,Level P3,Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.351046,-71.044435,2025-11-08,161812,2025-11-08 01:11:01 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PORTSIDE EV STATION 02,40 East Pier Drive,Portside Residents Only,Boston,MA,02128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.365817,-71.040315,2025-11-08,161815,2025-11-08 01:10:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,9.90 CORPORATE STATION 1,100 Crossing Blvd,Left Side of building,Framingham,MA,01702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.296514,-71.489709,2025-11-08,161816,2025-11-08 01:10:41 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,345 HARRISON EAST GATE 2,345 Harrison Ave.,"345 Harrison Ave, Boston, MA 02118",Boston,MA,02118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.345216,-71.064448,2025-11-08,161821,2025-11-08 01:10:09 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BEST  WESTERN PLUS DANVERS,50 Dayton St.,Near entrance to hotel,Danvers,MA,01923,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.570016,-70.975696,2025-11-08,161822,2025-11-08 01:10:08 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PALMER TOWN HAL LIBRARY,1455 N. Main Street,Back of Library on the Foster Street side,Palmer,MA,01069,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.158911,-72.329958,2025-11-08,161824,2025-11-08 01:10:03 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITYOFCAMBRIDGE FIRST ST #1,55 First St,Located on level P2 of NE corner of garage near elevator,Cambridge,MA,02141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.368992,-71.077478,2025-11-08,161825,2025-11-08 01:09:59 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LONGWOOD GARAGE 333 LONGWOOD 01,333 Longwood Ave,Parking garage,Boston,MA,02115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.338179,-71.105662,2025-11-08,161826,2025-11-08 01:09:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BOSTON PROP CC WEST GARAGE 1,7 Cambridge Center,Located in P1 Level NW corner of West Garage,Cambridge,MA,02142,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.363111,-71.089088,2025-11-08,161829,2025-11-08 01:09:27 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITYOFCAMBRIDGE CITY HALL,795 Massachusetts Ave,,Cambridge,MA,02139,,888-758-4389,E,,Public,"Mon: 12:00am-8:00am, 8:00pm-12:00am; Tue: 12:00am-8:00am, 5:00pm-12:00am; Wed: 12:00am-8:00am, 5:00pm-12:00am; Thu: 12:00am-8:00am, 5:00pm-12:00am; Fri: 12:00am-8:00am, 5:00pm-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am",,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.367081,-71.105342,2025-11-08,161831,2025-11-08 01:09:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LEXINGTON MA LEXNSTAR01,4-6 Grant St,In Parking lot near bike trail,Lexington,MA,02420,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.447565,-71.225359,2025-11-08,161832,2025-11-08 01:09:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PHILLIPSACADEMY SYNDER ATHLETIC,Field House Rd,Side of Athletic center between Tennis courts,Andover,MA,01810,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.64188,-71.129052,2025-11-08,161833,2025-11-08 01:08:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE HARLO STATION 2,1350 Boylston St,Pi parking,Boston,MA,02215,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.343772,-71.099509,2025-11-08,161835,2025-11-08 01:08:31 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GARAGE AT PO SQ LOBBY 4,130-158 Congress St,Lobby Level near office,Boston,MA,02110,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.356243,-71.055652,2025-11-08,161838,2025-11-08 01:08:14 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARLINGTON MA RUSSELL COMMON,15 Mystic St,Located in Town parking lot nearest Jefferson Cutter House and Whittemore Park,Arlington,MA,02474,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.415863,-71.152104,2025-11-08,161840,2025-11-08 01:07:58 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STATION 1 HAMPTON INN,445 Page St,Located at Hampton inn,Avon,MA,02322,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.138651,-71.056515,2025-11-08,161841,2025-11-08 01:07:58 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF NEWTON WAR MEMORIAL #3,98 Memorial Dr,WAR MEMORIAL,Newton,MA,02459,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.337627,-71.209772,2025-11-08,161844,2025-11-08 01:07:51 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOMERVILLE MA LOMBARDI ST1,Alfred A. Lombardi Way,In town parking lot,Somerville,MA,02145,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.3863,-71.078426,2025-11-08,161848,2025-11-08 01:07:29 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WHOLE FOODS MKT JAMAICA ST1,32 Perkins St,Left side of Whole Foods,Boston,MA,02130,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.321305,-71.111301,2025-11-08,161850,2025-11-08 01:07:10 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMHERST COLLEGE GROSVENOR LOT,55 College Street Grosvenor parking lot,These stations require an Amherst College parking permit in order to utilize them . Non affiliated Amherst College vehicles are subject to receiving a parking ticket.,Amherst,MA,01002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.372893,-72.516885,2025-11-08,161852,2025-11-08 01:07:04 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DOWNTOWN IPSWICH,44 S Main St,Near war memorial Elm St. Lot,Ipswich,MA,01938,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.677541,-70.836843,2025-11-08,161853,2025-11-08 01:07:03 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOMERVILLE MA TEELE ST1,2-6 Newbury St,On side of fire station,Somerville,MA,02144,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.402818,-71.127273,2025-11-08,161854,2025-11-08 01:07:01 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SOUTHSTREET SOUTH STREET,29 South St,Located behind 111 Main st. across from  Hudson Skate Park,Hudson,MA,01749,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.390504,-71.566784,2025-11-08,161855,2025-11-08 01:06:47 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STATION 1 COURTYARD,2 Central St,In front of building 5,Framingham,MA,01701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.323653,-71.400335,2025-11-08,161856,2025-11-08 01:06:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASS LOWELL STANDISH STREET,2-98 Standish St,Metered Lot at Rear of PTB,Lowell,MA,01854,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.653145,-71.327562,2025-11-08,161861,2025-11-08 01:06:11 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LAFAYETTE LAFAYETTE (2),Lafayette Garage 1 Ave de Lafayette,Level P3,Boston,MA,02111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.353349,-71.060557,2025-11-08,161863,2025-11-08 01:06:02 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WPI WPI GARAGE 2,100 Institute Rd,P1 parking,Worcester,MA,01609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.27476,-71.810541,2025-11-08,161864,2025-11-08 01:05:55 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE TOWN HALL LOT,11 Pierce St,Town Hall Lot,Brookline,MA,02445,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334279,-71.120053,2025-11-08,161865,2025-11-08 01:05:48 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,640 MEMORIAL P3,640 Memorial Dr,PARKING,Cambridge,MA,02139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.354375,-71.109594,2025-11-08,161866,2025-11-08 01:05:48 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKLINE BABCOCK STREET,Babcock Street Parking Lot,Babcock Street Lot,Brookline,MA,02446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.343824,-71.122688,2025-11-08,161867,2025-11-08 01:05:47 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,304 CAMBRIDGE STATION 1,304 Cambridge Rd,Parking Lot,Woburn,MA,01801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.461533,-71.167348,2025-11-08,161868,2025-11-08 01:05:31 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BUMC-BMC 710 ALBANY 4,710 Albany St,"First Floor, East Side",Boston,MA,02118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.334867,-71.070688,2025-11-08,161869,2025-11-08 01:05:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BELD ADMIN PKG LOT 2,150 Potter Road,"Station accessible from 7am - 4:30pm, Monday through Friday ONLY",Braintree,MA,02184,,888-758-4389,E,,Public,Mon: 7:00am-3:00pm; Tue: 7:00am-3:00pm; Wed: 7:00am-3:00pm; Thu: 7:00am-3:00pm; Fri: 7:00am-3:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.233504,-70.966326,2025-11-08,161870,2025-11-08 01:05:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,75 AMORY STATION 1,75 Amory Ave,,Roxbury,MA,02119,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.321228,-71.100745,2025-11-08,161872,2025-11-08 01:04:48 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,HIGH ST. LOT RCG LLC,16 High St,Lot across the street from Jamie's restaurant,North Andover,MA,01845,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.701639,-71.12585,2025-11-08,161876,2025-11-08 01:04:40 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMHERST MIDDLE SCHOOL,170 Chestnut St,,Amherst,MA,01002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.384327,-72.511432,2025-11-08,161877,2025-11-08 01:04:26 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,UMASS LOWELL SOUTH GARAGE 1B,890-930 Broadway St,2nd floor of garage (upper entrance),Lowell,MA,01854,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.641003,-71.336231,2025-11-08,161883,2025-11-08 01:03:42 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BOSTON COLLEGE GARAGE,2004 Campanella Way,Located on 2nd Level. Questions call Boston College Transportation and Parking Services at (617) 552-0151,Boston,MA,02467,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.337087,-71.168664,2025-11-08,161885,2025-11-08 01:03:01 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WPI WPI GARAGE 1,147-151 MA-122A,In Park Avenue Garage,Worcester,MA,01609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.275275,-71.810274,2025-11-08,161887,2025-11-08 01:02:25 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STATION LANDING LIFETIME GARAGE,70 Station Landing,Outside Station Landing Garage,Medford,MA,02155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.402643,-71.080905,2025-11-08,161888,2025-11-08 01:02:25 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMHERST BOLTWOOD LL1,Boltwood Place,lower level space 931,Amherst,MA,01002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.376443,-72.519196,2025-11-08,161889,2025-11-08 01:02:15 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,50 HAMPSHIRE 50 HAMPSHIRE,50 Hampshire St,Located in parking garage,Cambridge,MA,02139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.366829,-71.092726,2025-11-08,161890,2025-11-08 01:02:06 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,STATION LANDING STARBUCKS,501-565 MA-28,,Medford,MA,02155,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.404467,-71.081589,2025-11-08,161891,2025-11-08 01:02:02 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV CHARGING MS1,144 Main St,Second Floor of parking garage,Fitchburg,MA,01420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.581284,-71.793345,2025-11-08,161892,2025-11-08 01:01:58 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV CHARGING NS1,36 Nashua St,Second level near boarding platform,Leominster,MA,01453,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.539517,-71.739614,2025-11-08,161893,2025-11-08 01:01:57 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARE 389 BINNEY OKS GARAGE 1,389 Binney St,Located on level 1 of the parking garage,Cambridge,MA,02142,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.367562,-71.089805,2025-11-08,161894,2025-11-08 01:01:51 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ERIE 47 ERIE STREET,47 Erie St,,Cambridge,MA,02139,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.358364,-71.10467,2025-11-08,161898,2025-11-08 01:01:40 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
